tipo_producto,canal,precio,costo,margen,margen_pct,competencia,demanda,tendencia,estacionalidad,score_latente,exito,rating_conexion,comentario,sentiment_score,conexion_score,conexion_alta
servicio,presencial,253.31,118.13,135.18,53.37,8,65,60,media,34.73,0,2,La experiencia no fue lo que esperaba,-0.5,13.5,0
servicio,presencial,184.82,118.43,66.39,35.92,5,88,49,baja,39.81,0,4,No me sentí identificado,-0.5,27.5,0
fisico,ecommerce,61.39,32.05,29.34,47.79,1,36,89,baja,64.67,1,7,Me encanta este producto,0.5,61.5,1
digital,web_saas,113.9,53.25,60.65,53.25,6,27,86,baja,40.54,0,3,Probablemente no lo volvería a usar,0.0,24.0,0
fisico,ecommerce,103.81,66.79,37.02,35.66,1,50,24,alta,45.75,1,9,Lo volvería a elegir,0.5,75.5,1
fisico,retail,74.3,45.03,29.27,39.39,2,42,79,alta,66.98,1,7,Me encanta este producto,0.5,61.5,1
fisico,retail,82.85,55.82,27.03,32.63,1,13,22,media,24.96,0,4,No me convence del todo,-0.5,25.5,0
fisico,retail,71.9,49.11,22.79,31.7,1,87,74,media,61.57,1,9,Lo volvería a elegir,0.5,75.5,1
servicio,presencial,205.03,107.77,97.26,47.44,7,23,72,media,27.25,0,1,La experiencia no fue lo que esperaba,-0.5,6.5,0
fisico,super,66.89,30.33,36.56,54.66,4,79,74,media,56.32,1,10,Me encanta este producto,0.5,82.5,1
fisico,retail,92.88,53.75,39.13,42.13,10,35,83,media,40.84,0,3,No me convence del todo,-0.5,18.5,0
digital,marketplace,181.7,98.07,83.63,46.03,2,90,72,alta,46.62,1,8,Me identifico con la marca,0.5,66.5,1
fisico,ecommerce,70.04,41.4,28.64,40.89,5,12,55,baja,30.29,0,2,La experiencia no fue lo que esperaba,-0.5,11.5,0
digital,app_store,184.78,125.03,59.75,32.34,10,87,81,alta,36.37,0,5,Probablemente no lo volvería a usar,0.0,38.0,0
fisico,retail,107.2,48.67,58.53,54.6,2,20,53,alta,41.15,0,5,No me convence del todo,-0.5,32.5,0
fisico,ecommerce,84.84,42.96,41.88,49.36,9,20,31,media,31.73,0,4,No conecté con este producto,-0.5,25.5,0
servicio,presencial,194.68,78.81,115.87,59.52,1,100,56,media,53.74,1,7,Me encanta este producto,0.5,63.5,1
digital,web_saas,171.22,94.5,76.72,44.81,8,89,46,media,42.53,1,7,La experiencia fue muy positiva,0.5,59.5,0
fisico,super,118.33,79.38,38.95,32.92,4,64,32,media,36.21,0,2,No me sentí identificado,-0.5,11.5,0
servicio,hibrido,266.14,146.79,119.35,44.84,5,17,53,media,18.64,0,3,No me sentí identificado,-0.5,20.5,0
digital,marketplace,199.9,138.16,61.74,30.89,8,88,90,media,44.82,1,10,Se siente muy bien usarlo,0.5,80.5,1
fisico,ecommerce,74.91,34.47,40.44,53.98,5,97,68,media,56.97,1,10,Me encanta este producto,0.5,82.5,1
servicio,presencial,228.33,109.57,118.76,52.01,1,53,68,media,24.43,0,6,No me convence del todo,-0.5,41.5,0
fisico,tienda_de_conveniencia,70.89,38.48,32.41,45.72,5,11,51,media,40.14,0,2,No me convence del todo,-0.5,11.5,0
digital,web_saas,210.93,141.67,69.26,32.84,5,22,63,baja,26.47,0,4,No conecté con este producto,-0.5,23.5,0
digital,marketplace,179.11,90.4,88.71,49.53,9,33,83,media,31.67,0,2,La experiencia no fue lo que esperaba,-0.5,9.5,0
servicio,hibrido,175.64,71.25,104.39,59.43,9,69,25,alta,26.79,0,3,No me convence del todo,-0.5,20.5,0
fisico,retail,100.31,46.59,53.72,53.55,4,94,84,baja,62.18,1,8,Se siente muy bien usarlo,0.5,68.5,1
digital,web_saas,133.28,70.5,62.78,47.1,10,82,97,baja,58.49,1,7,Se siente muy bien usarlo,0.5,59.5,0
fisico,tienda_de_conveniencia,73.63,39.08,34.55,46.92,6,64,75,baja,55.59,1,7,La experiencia fue muy positiva,0.5,61.5,1
digital,marketplace,203.22,114.71,88.51,43.55,2,47,65,media,34.69,0,5,La experiencia no fue lo que esperaba,-0.5,30.5,0
servicio,presencial,79.6,51.5,28.1,35.3,3,20,26,media,22.32,0,6,Probablemente no lo volvería a usar,0.0,49.0,0
fisico,ecommerce,93.81,46.86,46.95,50.05,10,73,61,media,48.81,1,9,Me encanta este producto,0.5,75.5,1
servicio,presencial,209.3,133.04,76.26,36.44,6,23,70,media,27.44,0,3,No me convence del todo,-0.5,20.5,0
servicio,online,263.44,141.85,121.59,46.15,1,90,93,media,53.21,1,7,Se siente muy bien usarlo,0.5,63.5,1
digital,app_store,176.48,81.27,95.21,53.95,7,42,71,baja,42.46,1,10,Me encanta este producto,0.5,80.5,1
servicio,hibrido,155.24,79.08,76.16,49.06,1,35,20,media,21.83,0,5,No conecté con este producto,-0.5,34.5,0
servicio,presencial,136.2,80.63,55.57,40.8,6,15,74,media,31.29,0,2,No conecté con este producto,-0.5,13.5,0
fisico,retail,111.4,67.72,43.68,39.21,10,98,78,media,52.74,1,9,Me identifico con la marca,0.5,75.5,1
fisico,retail,97.71,52.96,44.75,45.8,2,42,56,media,40.38,0,1,No me sentí identificado,-0.5,4.5,0
servicio,online,216.78,93.81,122.97,56.73,1,46,48,alta,39.45,0,4,No conecté con este producto,-0.5,27.5,0
digital,marketplace,120.81,58.66,62.15,51.44,7,46,25,baja,22.83,0,6,No me sentí identificado,-0.5,37.5,0
fisico,super,54.7,37.19,17.51,32.01,5,41,94,media,49.75,1,9,La experiencia fue muy positiva,0.5,75.5,1
servicio,hibrido,249.79,150.11,99.68,39.91,1,53,90,media,46.67,1,9,Se siente muy bien usarlo,0.5,77.5,1
fisico,tienda_de_conveniencia,87.53,49.01,38.52,44.01,7,18,58,media,26.92,0,6,Probablemente no lo volvería a usar,0.0,47.0,0
digital,app_store,188.01,109.77,78.24,41.61,1,76,22,media,37.22,0,1,No me convence del todo,-0.5,2.5,0
digital,app_store,89.15,58.77,30.38,34.08,6,21,36,baja,29.08,0,3,La experiencia no fue lo que esperaba,-0.5,16.5,0
fisico,ecommerce,71.94,49.94,22.0,30.58,9,84,56,baja,45.69,1,9,Me encanta este producto,0.5,75.5,1
fisico,ecommerce,70.22,33.74,36.48,51.95,1,11,99,baja,55.0,1,7,Lo volvería a elegir,0.5,61.5,1
servicio,hibrido,187.44,125.53,61.91,33.03,3,21,42,baja,22.29,0,3,La experiencia no fue lo que esperaba,-0.5,20.5,0
fisico,ecommerce,97.14,46.72,50.42,51.9,8,26,82,alta,42.45,1,7,Me identifico con la marca,0.5,61.5,1
servicio,hibrido,72.46,30.6,41.86,57.77,10,54,84,baja,46.47,1,8,Me encanta este producto,0.5,70.5,1
servicio,online,101.6,60.21,41.39,40.74,8,77,38,alta,38.0,0,2,La experiencia no fue lo que esperaba,-0.5,13.5,0
fisico,ecommerce,102.49,65.43,37.06,36.16,9,20,90,media,38.26,0,6,Probablemente no lo volvería a usar,0.0,47.0,0
digital,marketplace,185.17,113.11,72.06,38.92,10,61,21,baja,13.9,0,3,No conecté con este producto,-0.5,16.5,0
servicio,presencial,253.86,127.77,126.09,49.67,10,98,40,alta,35.66,0,4,La experiencia no fue lo que esperaba,-0.5,27.5,0
servicio,online,244.4,100.81,143.59,58.75,9,46,32,media,18.38,0,4,No me sentí identificado,-0.5,27.5,0
fisico,super,139.89,65.49,74.4,53.18,4,12,74,baja,29.06,0,3,Probablemente no lo volvería a usar,0.0,26.0,0
fisico,ecommerce,73.45,37.36,36.09,49.14,3,60,20,media,44.66,1,8,Se siente muy bien usarlo,0.5,68.5,1
digital,app_store,212.24,148.45,63.79,30.06,6,31,21,media,20.66,0,2,No me convence del todo,-0.5,9.5,0
fisico,retail,79.07,44.95,34.12,43.15,4,61,70,alta,50.04,1,7,Me encanta este producto,0.5,61.5,1
servicio,hibrido,131.54,75.67,55.87,42.47,5,15,58,media,31.31,0,3,No me convence del todo,-0.5,20.5,0
fisico,retail,54.8,25.47,29.33,53.52,2,29,75,media,50.83,1,8,Se siente muy bien usarlo,0.5,68.5,1
servicio,hibrido,241.75,155.98,85.77,35.48,1,56,46,media,24.95,0,4,La experiencia no fue lo que esperaba,-0.5,27.5,0
fisico,ecommerce,99.17,39.83,59.34,59.84,6,98,95,alta,65.15,1,7,Me identifico con la marca,0.5,61.5,1
fisico,retail,103.82,61.9,41.92,40.38,1,28,86,media,42.31,1,10,Me encanta este producto,0.5,82.5,1
fisico,tienda_de_conveniencia,53.59,27.61,25.98,48.48,2,31,27,alta,38.22,0,4,No conecté con este producto,-0.5,25.5,0
fisico,super,67.51,40.06,27.45,40.66,3,20,86,alta,49.42,1,8,Me identifico con la marca,0.5,68.5,1
digital,marketplace,164.15,78.56,85.59,52.14,2,54,29,baja,29.03,0,4,Probablemente no lo volvería a usar,0.0,31.0,0
servicio,presencial,212.76,140.87,71.89,33.79,8,72,28,alta,31.64,0,3,La experiencia no fue lo que esperaba,-0.5,20.5,0
digital,web_saas,153.05,85.86,67.19,43.9,5,14,64,baja,30.64,0,6,Probablemente no lo volvería a usar,0.0,45.0,0
fisico,super,69.49,33.89,35.6,51.23,6,40,78,media,44.71,1,9,Me encanta este producto,0.5,75.5,1
digital,web_saas,270.8,149.77,121.03,44.69,1,82,98,baja,50.28,1,7,Se siente muy bien usarlo,0.5,59.5,0
fisico,retail,92.14,58.88,33.26,36.1,7,100,40,media,60.92,1,8,Lo volvería a elegir,0.5,68.5,1
servicio,hibrido,215.81,143.57,72.24,33.47,7,21,99,alta,28.19,0,1,No conecté con este producto,-0.5,6.5,0
servicio,hibrido,259.85,169.75,90.1,34.67,9,43,25,alta,20.14,0,4,Probablemente no lo volvería a usar,0.0,35.0,0
digital,marketplace,184.55,121.35,63.2,34.25,2,56,85,media,39.35,0,4,No me sentí identificado,-0.5,23.5,0
digital,app_store,56.62,37.23,19.39,34.25,3,59,83,media,58.25,1,10,Se siente muy bien usarlo,0.5,80.5,1
servicio,online,155.41,70.66,84.75,54.53,7,100,88,baja,61.37,1,7,La experiencia fue muy positiva,0.5,63.5,1
fisico,tienda_de_conveniencia,58.96,34.94,24.02,40.74,9,55,78,alta,45.19,1,8,Me identifico con la marca,0.5,68.5,1
fisico,ecommerce,43.68,20.8,22.88,52.38,7,24,54,baja,43.05,1,7,La experiencia fue muy positiva,0.5,61.5,1
servicio,online,236.68,127.4,109.28,46.17,6,48,41,alta,14.86,0,2,No conecté con este producto,-0.5,13.5,0
digital,web_saas,164.7,112.05,52.65,31.97,8,91,72,alta,49.74,1,10,Se siente muy bien usarlo,0.5,80.5,1
fisico,tienda_de_conveniencia,75.31,46.02,29.29,38.89,6,51,77,media,44.57,1,8,Lo volvería a elegir,0.5,68.5,1
fisico,tienda_de_conveniencia,41.17,21.43,19.74,47.95,6,16,34,alta,36.13,0,5,No me convence del todo,-0.5,32.5,0
servicio,presencial,226.21,101.21,125.0,55.26,6,99,92,media,54.99,1,10,Me identifico con la marca,0.5,84.5,1
digital,web_saas,110.69,67.29,43.4,39.21,2,48,57,media,46.31,1,9,Me identifico con la marca,0.5,73.5,1
fisico,tienda_de_conveniencia,63.08,36.94,26.14,41.44,7,62,93,media,64.33,1,8,Me encanta este producto,0.5,68.5,1
digital,web_saas,137.31,81.62,55.69,40.56,6,21,22,media,18.69,0,1,La experiencia no fue lo que esperaba,-0.5,2.5,0
digital,web_saas,158.45,81.93,76.52,48.29,5,74,52,alta,53.5,1,8,Lo volvería a elegir,0.5,66.5,1
digital,web_saas,153.98,63.63,90.35,58.68,8,21,64,baja,33.23,0,5,No me convence del todo,-0.5,30.5,0
fisico,tienda_de_conveniencia,76.1,49.11,26.99,35.47,9,13,94,media,45.87,1,7,Lo volvería a elegir,0.5,61.5,1
digital,marketplace,136.77,86.5,50.27,36.76,8,72,47,media,33.92,0,6,La experiencia no fue lo que esperaba,-0.5,37.5,0
fisico,super,74.57,43.02,31.55,42.31,3,28,91,alta,46.92,1,10,Me encanta este producto,0.5,82.5,1
servicio,presencial,167.89,80.55,87.34,52.02,1,44,27,alta,26.83,0,2,No conecté con este producto,-0.5,13.5,0
fisico,super,56.35,28.59,27.76,49.26,5,74,61,media,59.52,1,7,Se siente muy bien usarlo,0.5,61.5,1
fisico,retail,57.28,32.76,24.52,42.81,7,46,45,media,42.49,1,9,Me encanta este producto,0.5,75.5,1
servicio,online,258.77,176.11,82.66,31.94,6,21,95,media,27.19,0,5,No me convence del todo,-0.5,34.5,0
fisico,super,102.55,62.3,40.25,39.25,1,10,60,media,39.03,0,3,No conecté con este producto,-0.5,18.5,0
fisico,super,74.14,35.53,38.61,52.08,5,88,78,baja,61.02,1,7,La experiencia fue muy positiva,0.5,61.5,1
servicio,presencial,135.69,59.26,76.43,56.33,5,90,71,alta,53.52,1,8,Se siente muy bien usarlo,0.5,70.5,1
servicio,hibrido,159.15,102.34,56.81,35.7,10,98,93,alta,53.67,1,7,La experiencia fue muy positiva,0.5,63.5,1
fisico,ecommerce,83.25,47.36,35.89,43.11,5,99,22,baja,41.82,1,9,Me encanta este producto,0.5,75.5,1
fisico,tienda_de_conveniencia,95.69,46.68,49.01,51.22,8,53,21,alta,29.37,0,5,No me convence del todo,-0.5,32.5,0
fisico,ecommerce,83.49,40.58,42.91,51.4,2,64,45,baja,42.2,1,8,La experiencia fue muy positiva,0.5,68.5,1
servicio,presencial,178.43,119.49,58.94,33.03,7,62,65,media,30.48,0,4,La experiencia no fue lo que esperaba,-0.5,27.5,0
fisico,ecommerce,106.47,73.47,33.0,30.99,8,25,49,media,23.16,0,1,No conecté con este producto,-0.5,4.5,0
fisico,tienda_de_conveniencia,120.96,58.8,62.16,51.39,10,56,31,alta,38.22,0,1,No me convence del todo,-0.5,4.5,0
digital,app_store,183.57,103.28,80.29,43.74,4,86,66,media,43.52,1,9,Se siente muy bien usarlo,0.5,73.5,1
digital,app_store,87.26,37.36,49.9,57.19,1,68,75,media,67.61,1,9,La experiencia fue muy positiva,0.5,73.5,1
fisico,retail,73.32,41.45,31.87,43.47,8,26,60,baja,30.04,0,1,No me sentí identificado,-0.5,4.5,0
servicio,hibrido,299.63,172.74,126.89,42.35,6,30,73,baja,14.78,0,3,No me sentí identificado,-0.5,20.5,0
servicio,presencial,158.99,68.31,90.68,57.04,5,89,94,media,49.1,1,9,Me encanta este producto,0.5,77.5,1
fisico,ecommerce,84.58,58.0,26.58,31.43,6,98,54,media,57.62,1,8,Me encanta este producto,0.5,68.5,1
servicio,presencial,211.21,131.75,79.46,37.62,3,57,29,baja,29.41,0,4,No me convence del todo,-0.5,27.5,0
fisico,tienda_de_conveniencia,89.46,39.41,50.05,55.95,5,11,21,baja,16.8,0,6,No conecté con este producto,-0.5,39.5,0
fisico,tienda_de_conveniencia,39.41,26.3,13.11,33.27,2,80,83,alta,66.87,1,10,Me identifico con la marca,0.5,82.5,1
servicio,presencial,256.04,123.38,132.66,51.81,5,69,85,baja,34.39,0,5,No me sentí identificado,-0.5,34.5,0
fisico,ecommerce,90.78,53.87,36.91,40.66,5,28,89,media,46.59,1,7,Me identifico con la marca,0.5,61.5,1
servicio,hibrido,146.11,83.26,62.85,43.02,8,25,84,alta,34.61,0,3,No me convence del todo,-0.5,20.5,0
digital,app_store,146.97,73.03,73.94,50.31,1,94,97,media,66.73,1,8,Se siente muy bien usarlo,0.5,66.5,1
fisico,retail,116.25,64.7,51.55,44.34,1,81,63,media,61.76,1,10,La experiencia fue muy positiva,0.5,82.5,1
digital,marketplace,70.57,44.67,25.9,36.7,7,41,80,baja,46.5,1,10,Se siente muy bien usarlo,0.5,80.5,1
fisico,super,49.2,33.86,15.34,31.18,9,21,75,media,36.76,0,3,La experiencia no fue lo que esperaba,-0.5,18.5,0
servicio,hibrido,154.57,67.77,86.8,56.16,4,89,83,baja,63.62,1,7,Se siente muy bien usarlo,0.5,63.5,1
digital,app_store,183.08,100.29,82.79,45.22,7,25,60,alta,27.76,0,1,No me convence del todo,-0.5,2.5,0
digital,web_saas,109.24,75.62,33.62,30.78,3,72,81,media,50.65,1,7,Me encanta este producto,0.5,59.5,0
digital,web_saas,149.28,78.62,70.66,47.33,5,25,30,media,18.88,0,2,No me convence del todo,-0.5,9.5,0
digital,marketplace,231.29,138.56,92.73,40.09,8,93,95,media,44.54,1,9,Lo volvería a elegir,0.5,73.5,1
servicio,presencial,269.24,157.08,112.16,41.66,3,10,45,baja,3.83,0,2,No me sentí identificado,-0.5,13.5,0
fisico,super,51.16,26.33,24.83,48.53,6,75,88,baja,53.44,1,10,Me identifico con la marca,0.5,82.5,1
servicio,online,230.9,146.85,84.05,36.4,8,30,91,media,29.72,0,1,No me convence del todo,-0.5,6.5,0
digital,app_store,101.45,41.37,60.08,59.22,6,62,95,media,56.84,1,8,La experiencia fue muy positiva,0.5,66.5,1
fisico,ecommerce,54.43,37.5,16.93,31.1,2,97,46,media,56.85,1,10,Me encanta este producto,0.5,82.5,1
digital,marketplace,171.67,97.1,74.57,43.44,7,88,48,media,40.46,0,2,La experiencia no fue lo que esperaba,-0.5,9.5,0
digital,marketplace,122.93,52.18,70.75,57.55,6,24,35,media,29.32,0,4,No me sentí identificado,-0.5,23.5,0
fisico,ecommerce,110.99,70.42,40.57,36.55,3,25,24,media,30.89,0,6,Probablemente no lo volvería a usar,0.0,47.0,0
digital,app_store,100.38,59.15,41.23,41.07,10,57,57,alta,41.4,0,3,No me convence del todo,-0.5,16.5,0
digital,app_store,161.88,65.47,96.41,59.56,8,46,74,baja,26.52,0,1,No conecté con este producto,-0.5,2.5,0
servicio,hibrido,148.71,89.24,59.47,39.99,6,56,27,baja,28.03,0,2,No me sentí identificado,-0.5,13.5,0
digital,marketplace,107.94,55.8,52.14,48.3,4,16,52,media,32.77,0,1,No me convence del todo,-0.5,2.5,0
digital,app_store,180.81,74.31,106.5,58.9,10,80,94,media,42.45,1,7,Me identifico con la marca,0.5,59.5,0
servicio,online,237.6,105.71,131.89,55.51,2,46,85,media,46.67,1,10,La experiencia fue muy positiva,0.5,84.5,1
digital,app_store,173.26,88.05,85.21,49.18,1,42,34,baja,37.81,0,1,No me sentí identificado,-0.5,2.5,0
servicio,hibrido,281.31,193.61,87.7,31.18,7,44,87,alta,17.98,0,1,La experiencia no fue lo que esperaba,-0.5,6.5,0
servicio,presencial,80.65,55.81,24.84,30.8,9,86,91,media,66.46,1,7,La experiencia fue muy positiva,0.5,63.5,1
servicio,presencial,184.95,111.79,73.16,39.56,1,33,25,media,20.69,0,4,No me convence del todo,-0.5,27.5,0
fisico,retail,87.39,58.42,28.97,33.15,3,100,55,alta,62.48,1,7,Me encanta este producto,0.5,61.5,1
digital,app_store,120.65,83.34,37.31,30.92,8,28,94,media,39.86,0,3,No me convence del todo,-0.5,16.5,0
servicio,online,194.31,81.47,112.84,58.07,2,94,66,media,59.43,1,9,Se siente muy bien usarlo,0.5,77.5,1
servicio,hibrido,147.89,85.73,62.16,42.03,9,84,39,media,32.01,0,1,No conecté con este producto,-0.5,6.5,0
servicio,online,193.87,130.71,63.16,32.58,7,35,58,baja,19.53,0,2,No me convence del todo,-0.5,13.5,0
fisico,retail,62.35,41.4,20.95,33.6,4,49,93,baja,52.98,1,10,Se siente muy bien usarlo,0.5,82.5,1
digital,marketplace,125.2,71.34,53.86,43.02,3,45,86,media,52.48,1,10,Me identifico con la marca,0.5,80.5,1
digital,web_saas,138.56,73.2,65.36,47.17,7,18,86,alta,36.25,0,4,No conecté con este producto,-0.5,23.5,0
digital,web_saas,142.46,71.6,70.86,49.74,4,18,54,alta,24.24,0,2,La experiencia no fue lo que esperaba,-0.5,9.5,0
servicio,presencial,138.48,88.41,50.07,36.16,4,40,33,alta,28.79,0,1,No me sentí identificado,-0.5,6.5,0
digital,marketplace,153.35,100.18,53.17,34.67,10,67,61,media,42.4,1,7,Me identifico con la marca,0.5,59.5,0
servicio,presencial,236.12,104.84,131.28,55.6,8,12,46,media,14.53,0,2,La experiencia no fue lo que esperaba,-0.5,13.5,0
digital,app_store,162.13,81.37,80.76,49.81,5,81,30,media,42.74,1,7,Se siente muy bien usarlo,0.5,59.5,0
digital,web_saas,175.25,89.35,85.9,49.02,2,31,91,alta,43.09,1,7,Me encanta este producto,0.5,59.5,0
digital,web_saas,197.6,120.83,76.77,38.85,2,84,78,media,47.79,1,10,Se siente muy bien usarlo,0.5,80.5,1
fisico,tienda_de_conveniencia,114.37,56.05,58.32,50.99,3,67,68,media,54.94,1,8,Se siente muy bien usarlo,0.5,68.5,1
fisico,ecommerce,79.84,45.65,34.19,42.82,3,13,58,media,35.56,0,1,Probablemente no lo volvería a usar,0.0,12.0,0
digital,web_saas,185.57,121.55,64.02,34.5,5,80,59,media,37.71,0,3,No me sentí identificado,-0.5,16.5,0
digital,app_store,119.8,56.57,63.23,52.78,6,90,64,alta,58.44,1,9,Lo volvería a elegir,0.5,73.5,1
digital,app_store,72.43,40.83,31.6,43.63,1,46,27,alta,44.33,1,8,La experiencia fue muy positiva,0.5,66.5,1
digital,marketplace,140.06,67.34,72.72,51.92,4,68,38,media,41.75,1,10,Lo volvería a elegir,0.5,80.5,1
servicio,presencial,155.87,94.26,61.61,39.53,7,46,59,alta,37.42,0,4,No me sentí identificado,-0.5,27.5,0
fisico,tienda_de_conveniencia,94.03,59.68,34.35,36.53,7,88,73,media,60.78,1,8,Lo volvería a elegir,0.5,68.5,1
digital,web_saas,160.11,77.59,82.52,51.54,10,32,74,media,29.16,0,1,No conecté con este producto,-0.5,2.5,0
fisico,super,48.8,22.64,26.16,53.61,4,60,29,alta,50.88,1,7,La experiencia fue muy positiva,0.5,61.5,1
servicio,online,174.91,105.38,69.53,39.75,10,91,62,media,37.24,0,1,No me sentí identificado,-0.5,6.5,0
fisico,retail,76.13,50.71,25.42,33.39,5,97,68,media,67.15,1,9,Lo volvería a elegir,0.5,75.5,1
digital,app_store,178.68,89.9,88.78,49.69,1,84,69,baja,51.53,1,8,Lo volvería a elegir,0.5,66.5,1
digital,app_store,111.33,65.98,45.35,40.73,5,100,60,alta,58.91,1,8,La experiencia fue muy positiva,0.5,66.5,1
servicio,hibrido,323.06,165.88,157.18,48.65,4,47,42,baja,18.13,0,4,La experiencia no fue lo que esperaba,-0.5,27.5,0
digital,app_store,142.18,67.33,74.85,52.64,3,29,81,baja,40.49,0,6,No me convence del todo,-0.5,37.5,0
digital,web_saas,167.61,85.46,82.15,49.01,1,26,25,media,36.38,0,4,No conecté con este producto,-0.5,23.5,0
digital,app_store,153.94,68.38,85.56,55.58,9,90,88,media,47.03,1,10,Lo volvería a elegir,0.5,80.5,1
digital,web_saas,181.09,84.03,97.06,53.6,2,19,29,alta,24.06,0,1,La experiencia no fue lo que esperaba,-0.5,2.5,0
digital,marketplace,177.05,97.33,79.72,45.03,5,94,62,alta,60.81,1,7,Lo volvería a elegir,0.5,59.5,0
fisico,tienda_de_conveniencia,94.5,58.6,35.9,37.99,8,35,20,alta,23.17,0,5,La experiencia no fue lo que esperaba,-0.5,32.5,0
servicio,online,116.17,49.3,66.87,57.56,9,37,99,media,37.42,0,1,Probablemente no lo volvería a usar,0.0,14.0,0
fisico,ecommerce,78.1,40.07,38.03,48.69,9,25,85,media,45.4,1,7,Se siente muy bien usarlo,0.5,61.5,1
digital,app_store,159.85,67.98,91.87,57.47,8,86,44,alta,42.46,1,7,Me encanta este producto,0.5,59.5,0
servicio,presencial,189.2,119.86,69.34,36.65,1,22,21,baja,24.53,0,2,No conecté con este producto,-0.5,13.5,0
servicio,presencial,207.81,137.85,69.96,33.67,6,66,24,media,23.61,0,6,Probablemente no lo volvería a usar,0.0,49.0,0
fisico,retail,80.17,50.42,29.75,37.11,8,78,74,media,47.63,1,8,Lo volvería a elegir,0.5,68.5,1
servicio,hibrido,178.63,108.94,69.69,39.01,6,78,99,alta,43.86,1,7,Se siente muy bien usarlo,0.5,63.5,1
fisico,tienda_de_conveniencia,77.83,34.74,43.09,55.36,5,32,62,media,41.5,0,6,No conecté con este producto,-0.5,39.5,0
digital,marketplace,128.96,83.27,45.69,35.43,4,38,62,media,40.35,0,5,No me convence del todo,-0.5,30.5,0
fisico,tienda_de_conveniencia,62.0,42.4,19.6,31.61,3,91,77,alta,61.63,1,7,Lo volvería a elegir,0.5,61.5,1
fisico,ecommerce,84.06,49.23,34.83,41.43,4,76,78,baja,55.96,1,9,Se siente muy bien usarlo,0.5,75.5,1
fisico,super,68.81,28.28,40.53,58.9,4,86,29,media,47.97,1,10,Se siente muy bien usarlo,0.5,82.5,1
digital,marketplace,133.89,57.03,76.86,57.41,7,28,45,media,22.73,0,3,No me sentí identificado,-0.5,16.5,0
fisico,tienda_de_conveniencia,86.24,39.46,46.78,54.24,2,26,89,media,59.62,1,7,La experiencia fue muy positiva,0.5,61.5,1
servicio,presencial,203.43,86.2,117.23,57.63,1,31,48,media,28.78,0,4,No me convence del todo,-0.5,27.5,0
fisico,ecommerce,87.69,38.45,49.24,56.15,1,21,46,alta,46.89,1,7,Lo volvería a elegir,0.5,61.5,1
servicio,hibrido,208.98,91.36,117.62,56.28,2,83,47,alta,35.85,0,3,No conecté con este producto,-0.5,20.5,0
servicio,presencial,217.24,127.03,90.21,41.53,3,77,77,media,37.23,0,4,No me sentí identificado,-0.5,27.5,0
digital,marketplace,177.03,100.59,76.44,43.18,9,37,45,media,21.79,0,3,No conecté con este producto,-0.5,16.5,0
fisico,super,65.16,37.05,28.11,43.14,9,39,93,media,45.36,1,7,Lo volvería a elegir,0.5,61.5,1
fisico,super,79.62,55.41,24.21,30.41,10,43,22,media,27.2,0,6,No conecté con este producto,-0.5,39.5,0
servicio,hibrido,196.67,100.37,96.3,48.97,9,14,55,alta,14.01,0,5,No me convence del todo,-0.5,34.5,0
servicio,presencial,272.73,144.33,128.4,47.08,5,80,83,media,39.67,0,3,Probablemente no lo volvería a usar,0.0,28.0,0
servicio,presencial,250.17,142.02,108.15,43.23,3,75,74,alta,45.19,1,9,La experiencia fue muy positiva,0.5,77.5,1
fisico,super,51.41,29.23,22.18,43.14,2,31,50,media,52.48,1,9,Lo volvería a elegir,0.5,75.5,1
digital,app_store,221.32,126.43,94.89,42.87,2,45,24,alta,25.46,0,5,Probablemente no lo volvería a usar,0.0,38.0,0
fisico,ecommerce,73.61,46.42,27.19,36.94,6,97,27,media,47.16,1,7,Me encanta este producto,0.5,61.5,1
servicio,online,217.82,150.71,67.11,30.81,9,53,95,media,30.9,0,3,No me convence del todo,-0.5,20.5,0
digital,web_saas,80.52,32.23,48.29,59.97,7,90,78,baja,55.1,1,8,Me encanta este producto,0.5,66.5,1
digital,marketplace,190.58,115.55,75.03,39.37,5,99,61,media,50.94,1,7,La experiencia fue muy positiva,0.5,59.5,0
fisico,tienda_de_conveniencia,63.11,39.52,23.59,37.38,1,29,90,alta,52.08,1,10,Me identifico con la marca,0.5,82.5,1
fisico,retail,36.87,25.77,11.1,30.11,7,16,58,media,34.8,0,4,No me convence del todo,-0.5,25.5,0
servicio,hibrido,145.98,88.17,57.81,39.6,3,73,65,media,50.35,1,9,Se siente muy bien usarlo,0.5,77.5,1
digital,marketplace,171.9,72.6,99.3,57.77,2,15,60,media,41.51,0,3,No conecté con este producto,-0.5,16.5,0
digital,app_store,173.05,92.03,81.02,46.82,3,11,84,baja,41.51,0,1,No me sentí identificado,-0.5,2.5,0
fisico,ecommerce,54.64,34.21,20.43,37.39,10,24,34,media,30.39,0,1,No me convence del todo,-0.5,4.5,0
digital,web_saas,175.49,74.38,101.11,57.62,8,75,36,baja,31.6,0,2,La experiencia no fue lo que esperaba,-0.5,9.5,0
fisico,retail,100.41,42.5,57.91,57.67,1,48,64,alta,57.47,1,9,Me identifico con la marca,0.5,75.5,1
digital,marketplace,120.61,81.14,39.47,32.73,2,44,42,media,31.15,0,1,No me convence del todo,-0.5,2.5,0
